"Link","Abstract","Author Keywords","Index Keywords"
"https://www.scopus.com/pages/publications/85175813408?origin=resultslist","The Internet of Things (IoT) aims to interconnect the physical world with the digital world, presenting complex challenges that require accurate models to ensure implementation accuracy and minimize errors. In this paper, we propose a general approach for modeling, specifying, and verifying Internet of Things architectures using the Unified Modeling Language (UML), the Event-B formal method, and the Rodin platform. We propose a model-to-text transformation that generates semi-automatic formal specifications from UML component diagrams profiled with IoT concepts and UML sequence diagrams. The resulting Event-B code allows for formal verification of system properties by employing the powerful model checker and animator tools within the Rodin platform. Additionally, we evaluate the effectiveness of various IoT patterns within our approach. Our results demonstrate the benefits of employing IoT patterns, including cost reduction related to software development. The proposed approach contributes to the development of reliable and efficient IoT systems by ensuring valid models and verifying system properties. © 2023 Elsevier B.V.","Event-B method; Formal specification; Formal verification; Internet of Things; Model checking; Model driven engineering",""
"https://www.scopus.com/pages/publications/85114458517?origin=resultslist","Facilitated by messaging protocols (MP), many home devices are connected to the Internet, bringing convenience and accessibility to customers. However, most deployed MPs on IoT platforms are fragmented, which are not implemented carefully to support secure communication. To the best of our knowledge, there is no systematic solution to perform automatic security checks on MP implementations yet. To bridge the gap, we present MPInspector, the first automatic and systematic solution for vetting the security of MP implementations. MPInspector combines model learning with formal analysis and operates in three stages: (a) using parameter semantics extraction and interaction logic extraction to automatically infer the state machine of an MP implementation, (b) generating security properties based on meta properties and the state machine, and (c) applying automatic property based formal verification to identify property violations. We evaluate MPInspector on three popular MPs, including MQTT, CoAP and AMQP, implemented on nine leading IoT platforms. It identifies 252 property violations, leveraging which we further identify eleven types of attacks under two realistic attack scenarios. In addition, we demonstrate that MPInspector is lightweight (the average overhead of end-to-end analysis is ~4.5 hours) and effective with a precision of 100% in identifying property violations. © 2021 by The USENIX Association. All rights reserved.","","Extraction; Semantics; Attack scenarios; Automatic approaches; End-to-end analysis; Formal analysis; Messaging protocols; Security checks; Security properties; Semantics extractions; Internet of things"
"https://www.scopus.com/pages/publications/85091589301?origin=resultslist","The recent active development of Internet of Things (IoT) solutions in various domains has led to an increased demand for security, safety, and reliability of these systems. Security and data privacy are currently the most frequently discussed topics; however, other reliability aspects also need to be focused on to maintain smooth and safe operation of IoT systems. Until now, there has been no systematic mapping study dedicated to the topic of interoperability and integration testing of IoT systems specifically; therefore, we present such an overview in this study. We analyze 803 papers from four major primary databases and perform detailed assessment and quality check to find 115 relevant papers. In addition, recently published testing techniques and approaches are analyzed and classified; the challenges and limitations in the field are also identified and discussed. Research trends related to publication time, active researchers, and publication media are presented in this study. The results suggest that studies mainly focus only on general testing methods, which can be applied to integration and interoperability testing of IoT systems; thus, there are research opportunities to develop additional testing methods focused specifically on IoT systems, so that they are more effective in the IoT context. © 2020, Springer Nature Switzerland AG.","Automated testing; Integration; Internet of Things; Interoperability; Testing; Verification","Data privacy; Formal methods; Integration; Integration testing; Internet of things; Mapping; Testing; Internet of Things (IOT); Interoperability testing; Primary database; Research opportunities; Research trends; Safe operation; Systematic mapping studies; Testing technique; Interoperability"
"https://www.scopus.com/pages/publications/84992377648?origin=resultslist","This research in progress work demonstrates how the formal, model-theoretic semantics of ontologies can be used for complementing the technical specifications of Internet of Things (IoT) devices with additional high-level information derived from domain ontologies in order to enhance utilization and interoperability. The presented approach substantiates the assumption that a more elaborated description about a device's capabilities and its features helps in integrating it in different system contexts and fosters interoperability among different IoT devices. We show how basic technical information represented as RDF data can be used to automatically classify IoT devices, how default capabilities can be deduced from these classifications, and how advanced features can be inferred using domain semantics and formal reasoning. The applicability of the presented approach in real world settings is demonstrated by a concrete example from an IoT use case. © 2016 The Authors.","Artificial Intelligence; Internet of Things; Knowledge Representation; Logic; Reasoning; Semantic Web","Artificial intelligence; Classification (of information); Health care; Interoperability; Knowledge representation; Semantic Web; Semantics; High-level information; Internet of Things (IOT); Logic; Model-theoretic semantics; Real world setting; Reasoning; Technical information; Technical specifications; Internet of things"
"https://www.scopus.com/pages/publications/85212223414?origin=resultslist","Digital Twins (DT) constitute complex software systems that need to be continuously modified/updated to meet evolving user requirements and priorities, and support continual improvement. Because they aim at monitoring and improving different system aspects, their development requires the collaboration of people from different domains of expertise, e.g. the development of a DT for built assets may involve the collaboration of experts in software engineering, thermal comfort, air quality, and energy consumption, etc. Consequently, DTs need to be engineered to enable the fast and secure integration and deployment of new code, the systematic and iterative evolution of their components, and the independent development of different system aspects by those experts. In this paper, we present JuNo-OPS, a DevOps framework for the engineering of DTs for built assets. The framework is being developed, tested and validated in the the context of a multi-function room at École de Technologie Supérieure (ETS). We focus on two main facets of the DT software: the microservices architecture; and the DevOps infrastructure used to support the development, continuous integration, continuous delivery and the automation thereof. We also discuss challenges and next steps related to the development and evolution of the framework. © 2024 Copyright held by the owner/author(s).","CI/CD Pipelines; DevOps; Digital Twins; IoT; microservices","Computer software selection and evaluation; DevOps; Model checking; Quality function deployment; Software architecture; Software testing; CI/CD pipeline; Complex software systems; Different domains; Energy-consumption; IoT; Microservice; System aspects; Thermal; User priorities; User requirements; Thermal comfort"
"https://www.scopus.com/pages/publications/85203424763?origin=resultslist","As the Internet of Things (IoT) continues its rapid expansion, cloud computing has become integral to various smart healthcare applications. However, the proliferation of digital health services raises significant concerns regarding security and data privacy, making the protection of sensitive medical information paramount. To effectively tackle these challenges, it is crucial to establish resilient network infrastructure and data storage systems capable of defending against malicious entities and permitting access exclusively to authorized users. This requires the deployment of a robust authentication mechanism, wherein medical IoT devices, users (such as doctors or nurses), and servers undergo registration with a trusted authority. The process entails users retrieving data from the cloud server, while IoT devices collect patient data. Before granting access to data retrieval or storage, the cloud server verifies the authenticity of both the user and the IoT device, ensuring secure and authorized interactions within the system. With millions of interconnected smart medical IoT devices autonomously gathering and analyzing vital patient data, the importance of robust security measures becomes increasingly evident. Standard security protocols are fundamental in fortifying smart healthcare applications against potential threats. To confront these issues, this paper introduces a secure and resource-efficient cloud-enabled authentication mechanism. Through empirical analysis, it is demonstrated that our authentication mechanism effectively reduces computational and communication overheads, thereby improving overall system efficiency. Furthermore, both informal and formal analyses affirm the mechanism's resilience against potential cyberattacks, highlighting its effectiveness in safeguarding smart healthcare applications. © 2024 The Author(s)","Authentication; Encryption; Healthcare; Internet of things; Scyther; Security",""
"https://www.scopus.com/pages/publications/85047213068?origin=resultslist","Internet of Things (IoT) devices have gained more prevalence in ambient assisted living (AAL) systems. Reliability of AAL systems is critical especially in assuring the safety and well-being of elderly people. Runtime verification (RV) is described as checking whether the observed behavior of a system conforms to its expected behavior. RV techniques generally involve heavy formal methods; thus, it is poorly utilized in the industry. Therefore, we propose a democratization of RV for IoT systems by presenting a model-based testing (MBT) approach. To enable modeling expected behaviors of an IoT system, we first describe an extension to a UML profile. Then, we capture the expected behavior of an interaction that is modeled on a Sequence Diagram (SD). Later, the expected behaviors are translated into runtime monitor statements expressed in Event-Processing Language (EPL), which are executed at the edge of the IoT network. We further demonstrate our contributions on a sample AAL system. © 2018 Elsevier Ltd","Complex-event processing; Edge computing; Internet of things; Model-based testing; Model-to-text transformation; Runtime verification","Assisted living; Edge computing; Formal verification; Markup languages; Model checking; Ambient assisted living (AAL); Complex event processing; Event processing languages; Internet of Things (IOT); Model based testing; Model to text transformations; Run-time verification; Sequence diagrams; Internet of things"
"https://www.scopus.com/pages/publications/105036071829?origin=resultslist","Smart home IoT platforms such as openHAB rely on Trigger–Action–Condition (TAC) rules to automate device behavior, but the interplay among these rules can give rise to interaction threats—unintended or unsafe behaviors emerging from implicit dependencies, conflicting triggers, or overlapping conditions. Identifying these threats requires semantic understanding and structural reasoning that traditionally depend on symbolic, constraint-driven static analysis. This work presents the first comprehensive evaluation of Large Language Models (LLMs) across a multi-category interaction threat taxonomy, assessing their performance on both the original openHAB (oHC/IoTB) dataset and a structurally challenging Mutation dataset designed to test robustness under rule transformations. We benchmark Llama 3.1 8B, Llama 70B, GPT-4o, Gemini-2.5-Pro, and DeepSeek-R1 across zero-, one-, and two-shot settings, comparing their results against oHIT’s manually validated ground truth. Our findings show that while LLMs exhibit promising semantic understanding—particularly on action- and condition-related threats—their accuracy degrades significantly for threats requiring cross-rule structural reasoning, especially under mutated rule forms. Model performance varies widely across threat categories and prompt settings, with no model providing consistent reliability. In contrast, the symbolic reasoning baseline maintains stable detection across both datasets, unaffected by rule rewrites or structural perturbations. These results underscore that LLMs alone are not yet dependable for safety-critical interaction-threat detection in IoT environments. We discuss the implications for tool design and highlight the potential of hybrid architectures that combine symbolic analysis with LLM-based semantic interpretation to reduce false positives while maintaining structural rigor. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2026.","IoT; LLM; Safety; Static analysis","Automation; Large datasets; Model checking; Semantics; Tools; Analysis tools; Condition; IoT; Language model; Large language model; Semantics understanding; Smart homes; Structural reasoning; Unintended behavior; Unsafe behaviors; Accident prevention; Static analysis"
"https://www.scopus.com/pages/publications/85077509424?origin=resultslist","The Internet of Things (IoT) enables connectivity between devices, thereby allowing them to interact with each other. A recurring problem is the emergence of siloed IoT platforms due to proprietary standards. Recently, the World Wide Web Consortium (W3C) proposed a human-readable and machine-understandable format called Thing Description (TD). It allows to uniformly describe device and service interfaces of different IoT standards with syntactic and semantic information, and hence enables semantic interoperability. However, describing the sequential behavior of devices, which is essential for many cyber-physical systems, is not covered. In this paper, we extend our initial contribution of describing such sequential behavior as an extension within TDs, thereby increasing their semantic expressiveness through possible, valid state transitions. This enables safe and desired operation of devices as well as scalability by modeling systems as sequential compositions of Things. We show in a case study that previously unmodelable behavior can now be expressed and the overall manual intervention requirements of the state-of-the-art implementations can be significantly reduced. © Springer Nature Switzerland AG 2020.","Black box testing; Cyber-physical systems; Data models; Execution path; Formal verification; Internet; Internet of things; IoT platforms; Model-driven development; Safety; Server-client architecture; Software development; Standards; System testing; Testing; Thing description; Verification; Web; Web of things; World wide web consortium","Accident prevention; Black-box testing; Cyber Physical System; Data structures; Embedded systems; Formal verification; Internet; Interoperability; Safety testing; Semantics; Software design; Software engineering; Standards; Systems analysis; Testing; Verification; World Wide Web; Execution paths; IoT platforms; Model driven development; System testing; Thing description; World wide web consortiums; Internet of things"
"https://www.scopus.com/pages/publications/85176131776?origin=resultslist","The proceedings contain 422 papers. The topics discussed include: PhyAuth: physical-layer message authentication for ZigBee networks; time for change: how clocks break UWB secure ranging; capstone: a capability-based foundation for trustless secure memory access; examining consumer reviews to understand security and privacy issues in the market of smart home devices; detecting and handling IoT interaction threats in multi-platform multi-control-channel smart homes; lessons lost: incident response in the age of cyber insurance and breach attorneys; a bug’s life: analyzing the lifecycle and mitigation process of content security policy bugs; PatchVerif: discovering faulty patches in robotic vehicles; systematic assessment of fuzzers using mutation analysis; HomeSpy: the invisible sniffer of infrared remote control of smart TVs; PCAT: functionality and data stealing from split learning by pseudo-client attack; a plot is worth a thousand words: model information stealing attacks via scientific plots; detecting multi-step IAM attacks in AWS environments via model checking; and Cipherfix: mitigating ciphertext side-channel attacks in software.","",""
"https://www.scopus.com/pages/publications/105027063219?origin=resultslist","In recent years, IoT devices have seen widespread deployments in critical environments such as healthcare, military, and home security systems. These deployments often involve managing a heterogeneous collection of devices by non-expert users, increasing the risk of errors that could lead to significant monetary and physical damage. Unfortunately, such deployments face unique challenges such as incomplete visibility (e.g., need to interoperate with closed software systems), incompatibility (e.g., need to interact across different protocols and control logic created by different vendors), and management complexity (e.g., need to express complex and diverse intentions in ways that can be understood by inexperienced users). While system verification has been crucial in catching errors early in other domains, these challenges complicate its application in IoT. To perform verification under these conditions, we propose Pyotr, a system based on a mathematical framework from the theory of database systems called incomplete databases. Pyotr can integrate data from heterogeneous devices, perform data analysis under failures and uncertain knowledge, verify intended behavior using easy-to-use database-styled queries, and provide a generalized algebraic framework for reasoning about IoT systems in a rigorous and intuitive way. Our experiments on large IoT networks show that Pyotr can scalably answer complex queries on thousands of connected IoT devices within a few milliseconds. © ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering 2026.","Conditional Tables; Formal verification; IoT","Algebra; Computer software; Query languages; Query processing; Security systems; Uncertainty analysis; Conditional tables; Critical environment; Expert users; Heterogeneous collections; Home security systems; IoT; Military security; Multi-vendor; Physical damages; Software-systems; Formal verification"
"https://www.scopus.com/pages/publications/105011616275?origin=resultslist","Simulation-based development is a structured approach that uses formal models to design and test system behavior before building the actual system. The Internet of Things (IoT) connects physical devices equipped with sensors and software to collect and exchange data. Cyber-Physical Systems (CPSs) integrate computing directly into physical processes to enable real-time control. This paper reviews the Discrete-Event System Specification (DEVS) formalism and explores how it can serve as a unified framework for designing, simulating, and implementing systems that combine IoT and CPS—referred to as the Internet of Cyber-Things (IoCT). Through case studies that include home automation, solar energy monitoring, conflict management, and swarm robotics, the paper reviews how DEVS enables construction of modular, scalable, and reusable models. The role of the System Entity Structure (SES) is also discussed, highlighting its contribution in organizing models and generating alternative system configurations. With this background as basis, the paper evaluates whether DEVS provides the necessary modeling power and continuity across stages to support the development of complex IoCT systems. The paper concludes that DEVS offers a robust and flexible foundation for developing IoCT systems, supporting both expressiveness and seamless transition from design to real-world deployment. © 2025 by the authors.","DEVS; IoCT; IoCT simulation frameworks; IoCT system design; IoT; modular design; SES","Automation; Computer control systems; Computer software reusability; Cyber Physical System; Discrete event simulation; Embedded systems; Modular construction; Real time control; Solar energy; Specifications; Systems analysis; Cybe-physical systems; Cyber-physical systems; Discrete-Event System Specification; Internet of cybe-thing; Internet of cybe-thing simulation framework; Internet of cybe-thing system design; Modular designs; Simulation framework; Structured approach; System entity structures; Internet of things"
"https://www.scopus.com/pages/publications/85082447475?origin=resultslist","With the advent of recent technology, smart systems are replacing traditional systems. Wireless sensors and RFID are important components of Smart systems and have many applications such as Smart Sewerage, Smart Transportation, Smart Grid, Smart Agriculture, Smart Health and Smart Homes. Busy airports in the world have to manage a large number of flights per hour. Even, within a minute many flights land and takeoff. So, Airport Apron Management System must be efficient and error free. In this paper, we have presented the Smart Airport Apron Management System for managing flights landing, parking and takeoff. The system supports operations like finding free parking space, total allocated or free slots, flights handling and information display using lights. We have modeled the heterogeneous sensors of the system and their interaction with the system using Internet of Things (IoT). All the operations statically and dynamically are modeled in Vienna Development Method Language (VDM-SL) to provide proof of correctness of the proposed system. VDM-SL is a specification language which models a system by mathematical notations using discrete mathematics concepts. © 2019 IEEE.","Apron Management; Smart components; Validation and Verification","Airports; Automation; Intelligent buildings; Internet of things; Specification languages; Discrete mathematics; Heterogeneous sensors; Internet of Things (IOT); Mathematical notations; Proof of correctness; Smart components; Validation and verification; Vienna development methods; Free flight"
"https://www.scopus.com/pages/publications/85207544070?origin=resultslist","Smart cyber agents are pivotal in software-intensive systems such as smart manufacturing, robotics, and the Internet of Things. These agents monitor physical surroundings through sensors and make impactful decisions that influence the environment. Software engineering challenges in this domain include the specification of interactive multi-agent tasks. The general-purpose Domain-Specific Language named LIrAs, Language for Interactive Agents, is a high-level language that allows for unambiguous custom pattern definition. Additionally, LIrAs facilitates interactions with human agents, a safety-critical situation requiring particular attention. This paper lays the foundation for LIrAs specifications translation to Stochastic Hybrid Automaton (SHA). The target SHA model structure follows a three-layer hierarchical structure and makes LIrAs specifications amenable to formal verification, specifically Statistical Model Checking, through the Uppaal tool, capable of including time-dependent physical phenomena, such as human fatigue and robot dynamics. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","Domain-Specific Language; Multi-Agent Patterns Specification; Stochastic Hybrid Automata","Automata theory; Formal specification; Formal verification; Human robot interaction; Intelligent robots; Model checking; Model structures; Smart manufacturing; Specification languages; Domains specific languages; Hybrid automatons; Interaction pattern; Multi agent; Multi-agent interaction; Multi-agent pattern specification; Pattern specifications; Software intensive systems; Stochastic hybrid automaton; Stochastics; Stochastic systems"
"https://www.scopus.com/pages/publications/85076144386?origin=resultslist","Reputation systems and distributed networks are increasingly common. Examples are electronic marketplaces, IoT and ad-hoc networks. The propagation of information through such networks may suffer delays due to, e.g., network connectivity, slow reporting and rating-update delays. It is known that these delays enable an attack called the reputation lag attack. There is evidence of impact of reputation lag attacks on existing trust system proposals. There has not been in-depth formal analysis of the reputation lag attack. Here, we present a formal model capturing the core properties of the attack: firstly, the reputation of an actor failing to reflect their behaviour due to lag and, secondly, a malicious actor exploiting this for their personal gain. This model is then used to prove three key properties of the system and the attacker: if there is no decay of reputation, then the worst-case attacker behaviour is to cooperate initially, then wait, then behave badly; increasing communication between users was found to always be of benefit to the users; performing a specified number of negative interactions given any instance of the system is an NP-hard problem. © IFIP International Federation for Information Processing 2019.","Attack; Malicious peer; Reputation; Reputation lag; Trust system","Computational complexity; Attack; Malicious peer; Reputation; Reputation lag; Trust systems; Ad hoc networks"
"https://www.scopus.com/pages/publications/105044966283?origin=resultslist","Thread is an important mesh networking technology that enables reliable and secure communication among Internet of Things (IoT) devices. At the core of Thread, the Mesh Commissioning Protocol (MeshCoP) authenticates and securely joins new devices. However, the complexity of MeshCoP which arises from cryptographic handshakes among multiple participants poses challenges for the verification. Existing approaches based on the overall models often suffer from state space explosion and limited scalability, making it difficult to analyze both local and global cross phase properties in a tractable way. To address these challenges, we propose a decoupled and automata-based approach for the formal verification of MeshCoP. The commissioning process of MeshCoP is decomposed into four individual phases, and each phase is modeled as a network of timed automata in UPPAAL. Then, the four decoupled models are independently verified to ensure internal correctness, effectively reducing complexity. Subsequently, inspired by the Assume-Guarantee method, we further abstract these submodels based on the verified properties, omitting the details of the interactions and preserving local correctness. Finally, we integrate them into a unified system and verify the cross phase properties of MeshCoP. The results demonstrate that the decoupled approach can provide a reusable and extensible framework for analyzing complex protocols. © 2026 IEEE.","Formalization; MeshCoP; Thread; UPPAAL; Verification","Automata theory; Complex networks; Computer software reusability; Cryptography; Internet of things; Internet protocols; Mesh generation; MESH networking; Network security; State space methods; CryptoGraphics; Formalisation; Mesh commissioning protocol; Mesh networking technology; New devices; Overall-model; Phase properties; State-space explosion; Thread; UPPAAL; Formal verification"
"https://www.scopus.com/pages/publications/85103445550?origin=resultslist","The Internet of Things concerns extensive ecosystems of'things' connected by interfaces. Researching such ecosystems is challenging given that devices extend into multiple administrative domains with different boundaries and communications structures. In this paper, we explore how formalism, based on systems thinking and mathematical logic, might be used within a critical realist study of a sociotechnical IoT ecosystem. Specifically, we draw upon theories of distributed systems and their models to define IoT things in terms of locations, resources, and processes. Next, we explain how a formal logic can be used define and reason about IoT things and interfaces, explaining also the logically defined concepts of compositionality and local reasoning. Finally, we show how such models can be used to study a specific IoT ecosystem in order to derive generative mechanisms relevant to the socio-technical complexity of IoT ecosystems. In this way, we explore how we might introduce formal modelling within a critical realist epistemology. © ICIS 2020. All rights reserved.","Compositionality; Critical realism; Interfaces; Internet of things; IoT systems; Local reasoning; Logic; Process algebra; Systems modelling","Blending; Computer circuits; Distributed database systems; Ecosystems; Formal logic; Information systems; Information use; Compositionality; Distributed systems; Formal modelling; Generative mechanism; Local reasoning; Sociotechnical; Systems thinking; Internet of things"
"https://www.scopus.com/pages/publications/85216004609?origin=resultslist","The convergence of IT and OT networks has gained significant attention in recent years, facilitated by the increase in distributed computing capabilities, the widespread deployment of Internet of Things devices, and the adoption of Industrial Internet of Things. This convergence has led to a drastic increase in external access capabilities to previously air-gapped industrial systems for process control and monitoring. To meet the need for remote access to system information, protocols designed for the OT space were extended to allow IT networked communications. However, OT protocols often lack the rigor of cybersecurity capabilities that have become a critical characteristic of IT protocols. Furthermore, OT protocol implementations on individual devices can vary in performance, requiring the comprehensive evaluation of a device’s reliability and capabilities before installation into a critical infrastructure production network. In this paper, the authors define a framework for identifying vulnerabilities within these protocols and their on-device implementations, utilizing formal modeling, hardware in the loop-driven network emulation, and fully virtual network scenario simulation. Initially, protocol specifications are modeled to identify any vulnerable states within the protocol, leveraging the Construction and Analysis of Distributed Processes (CADP) software (version 2022-d “Kista”, which was created by Inria, the French Institute for Research in Computer Science and Automation, in France). Device characteristics are then extracted through automated real-time network emulation tests built on the OMNET++ framework, and all measured device characteristics are then used as a virtual device representation for network simulation tests within the OMNET++ software (version 6.0.1., a public-soucre, open-architecture software, initially developed by OpenSim Limited in Budapest, Hungary), to verify the presence of any potential vulnerabilities identified in the formal modeling stage. With this framework, the authors have thus defined an end-to-end process to identify and verify the presence and impact of potential vulnerabilities within a protocol, as shown by the presented results. Furthermore, this framework can test protocol compliance, performance, and security in a controlled environment before deploying devices in live production networks and addressing cybersecurity concerns. © 2025 by the authors.","CADP; construction and analysis of distributed processes; cyber-physical systems; formal verification; IIoT; operational technology; vulnerability analysis","Analog storage; Computer software selection and evaluation; Formal verification; Hardware-in-the-loop simulation; Model checking; Open source software; Construction and analyze of distributed process; Cybe-physical systems; Cyber security; Cyber-physical systems; Distributed process; IIoT; Operational technologies; Vulnerability analysis; Industrial internet of things (IIoT)"
"https://www.scopus.com/pages/publications/105027590990?origin=resultslist","The rapid evolution of smart devices and software technologies has transformed modern computing, enabling seamless mobility, pervasive service accessibility, and context-sensitive interactions. With the advent of the Internet of Things (IoT), healthcare systems have gained unprecedented capabilities in monitoring, reliability, and security. However, managing distributed systems in highly decentralized settings while ensuring intelligent, adaptive, and safe decision-making remains a critical challenge. To address this gap, we propose a context-aware healthcare formalism based on hybrid reinforcement learning for real-time patient monitoring. The framework is modeled as a Markov Decision Process (MDP), where smart devices equipped with embedded sensors acquire and analyze contextual information, communicate with other agents, and adapt dynamically to achieve healthcare goals. The proposed Smart Healthcare Context-Aware System (SHCS) integrates reinforcement learning with rule-based reasoning to balance safety guarantees and operational efficiency. A case study and prototype implementation demonstrate its feasibility, and the experimental results show that the hybrid system achieves a true positive rate of 99.99%, reducing the false positive rate by 88% compared to the baselines with only rules of 1. 85% <0.01. 22%. It also reduces caregiver workload with a reduction in alerts per episode of 71% and improves response time by 14% (2.1 s 1.8 s). These findings are further supported through formal verification in PRISM, ensuring that safety restrictions are never violated. Collectively, the results underscore the potential of hybrid reinforcement learning for building trustworthy, scalable, and intelligent healthcare monitoring systems deployable in real-world clinical settings. © 2025, Instituto Politecnico Nacional. All rights reserved.","context-aware healthcare; Hybrid reinforcement learning; Markov decision process (MDP); multi-agent systems; rule-based decision support",""
"https://www.scopus.com/pages/publications/105037768785?origin=resultslist","In the era of emerging vehicular technologies, vehicular ad hoc networks (VANETs) play an important role in enhancing road safety as well as optimizing traffic management. With the rapid progress in Internet of Things (IoT), vehicles are increasingly interconnected, resulting in IoT-enabled smart vehicular networks that require secure communication mechanisms. Without secure VANET communication, real-time traffic information sharing can be limited, which compromises driver assistance systems and traffic flow efficiency. Moreover, existing classical cryptography-based schemes are also vulnerable to quantum attacks, while some post-quantum approaches overlook efficient verification and strong privacy protection as well. To address these limitations, this work proposes PQ-AuthV, a post-quantum secure authentication framework with aggregated signatures for IoT-driven vehicular communication systems. The proposed scheme enables mutual authentication, preserves conditional privacy, along with aggregate signature generation and validation. The security of the scheme is rigorously analyzed via the formal analysis in the real-or-random (ROR) oracle model, along with informal analysis, showing the robustness against various classical attacks, along with quantum attacks. Finally, a comprehensive evaluation shows that PQ-AuthV achieves robust security attributes with substantially lower computational and communication overheads for IoT-integrated vehicular networks compared to existing schemes.  © 2014 IEEE.","Post-quantum cryptography (PQC); privacy protection; secure authentication; signature; VANET security; vehicular ad hoc networks (VANETs)","Accident prevention; Authentication; Automobile drivers; Electronic document identification systems; Highway traffic control; Motor transportation; Network security; Quantum communication; Quantum cryptography; Secure communication; Street traffic control; Networks security; Post quantum; Post quantum cryptography; Privacy protection; Secure authentications; Signature; Vehicular ad-hoc network; Vehicular ad-hoc network security; Vehicular Adhoc Networks (VANETs); Vehicular ad hoc networks"
"https://www.scopus.com/pages/publications/85025125822?origin=resultslist","In this paper, we integrate previously developed formal methods to model infrastructure, actors, and policies of human centric infrastructures in order to analyze security and privacy properties. A fruitful approach for discovering attacks on human centric infrastructure models is invalidation of global policies. Invalidating global policies by a complete exploration of the state space can be realized by modelchecking. To counter the state explosion problem inherent in modelchecking, Higher Order Logic (HOL) supported by the interactive theorem prover Isabelle can be used to emulate modelchecking. In addition, the Isabelle Insider framework supports modeling and analysis of human centric infrastructures including attack trees. In this paper, we investigate how Isabelle modelchecking might help to improve detection of attack traces and refinement of attack tree analysis. To this end, we use a case study from security and privacy of IoT devices in the health care sector as proposed in the CHIST-ERA project SUCCESS. © Springer International Publishing AG 2017.","","Computer privacy; Forestry; Formal logic; Formal methods; Health care; Internet of things; Security of data; Attack-tree analysis; Complete explorations; Detection of attacks; Formal modeling and analysis; Infrastructure models; Interactive theorem prover; Model infrastructure; State explosion problems; Human computer interaction"
"https://www.scopus.com/pages/publications/85136714963?origin=resultslist","The complexity of socio-technical systems using Ambient Intelligence (AmI) and the Internet of Things (IoT) is growing exponentially, involving numerous entities, such as humans, infrastructures, and cyber systems. Achieving and maintaining a specified level of security and privacy in such systems is challenging and crucial. Attack Tree is a powerful technique used in safety and reliability engineering. In this paper, we attempted to enhance Attack Tree analysis by transforming it into a Markov Decision Process (MDP) model. We propose an algorithm to transform an Attack Tree into an MDP model. We argue that formal methods, such as probabilistic model checking can significantly improve the security analysis capabilities. Moreover, the mixture of MDP and probabilistic model checking can overcome the limitations of Attack Trees, such as state explosion, scalability, and manual interaction. We used a probabilistic model checker, namely PRISM to model an attack scenario and perform security analysis on it. To demonstrate the significance, we took a real-world use case and performed a probabilistic analysis on it. The results revealed that formal analysis can prove certain properties, which were not possible to verify using attack trees. © 2022 Elsevier B.V.","Attack Trees; Formal methods; Markov Decision Process; Probabilistic model checking; Security analysis","Cybersecurity; Forestry; Formal methods; Internet of things; Model checking; Security systems; Trees (mathematics); Attack tree; Markov decision process models; Markov Decision Processes; Modelling and analysis; Probabilistic model checking; Probabilistic model-checking; Security analysis; Sociotechnical systems; Threat modeling; Threats analysis; Markov processes"
"https://www.scopus.com/pages/publications/85042100191?origin=resultslist","Recent trends such as the Internet of Things and pervasive computing demand for novel engineering approaches able to support the specification and scalable runtime execution of adaptive behaviour of large collections of interacting devices. Aggregate computing is one such approach, formally founded in the field calculus, which enables programming of device aggregates by a global stance, through a functional composition of self-organisation patterns that is turned automatically into repetitive local computations and gossip-like interactions. However, the logically decentralised and open nature of such algorithms and systems presumes a fundamental cooperation of the devices involved: an error in a device or a focused attack may significantly compromise the computation outcome and hence the algorithms built on top of it. We propose trust as a framework to detect, ponder or isolate voluntary/involuntary misbehaviours, with the goal of mitigating the influence on the overall computation. To better understand the fragility of aggregate systems in face of attacks and investigate possible countermeasures, in this paper we consider the paradigmatic case of the gradient algorithm, analysing the impact of offences and the mitigation afforded by the adoption of trust mechanisms. © Springer International Publishing AG 2018.","Aggregate computing; Collaborative P2P systems; Computational fields; Safety; Security; Trust","Accident prevention; Aggregates; Calculations; Formal methods; Functional programming; Peer to peer networks; Software engineering; Trusted computing; Ubiquitous computing; Adaptive behaviour; Computational field; Functional compositions; Gradient algorithm; P2P system; Run-time execution; Security; Trust; Distributed computer systems"
